postcodes,latitude,longitude
CB2 1LA,52.191,0.12402142857142855
CB2 1NW,52.191,0.12402142857142855
CB2 1PG,52.191,0.12402142857142855
CB2 3AH,52.191,0.12402142857142855
CB2 3HX,52.191,0.12402142857142855
CB2 3NA,52.191,0.12402142857142855
CB2 4JZ,52.191,0.12402142857142855
CB2 8RJ,52.191,0.12402142857142855
CB2 9FT,52.191,0.12402142857142855
CB21 4JT,52.0831,0.2870888888888889
CB21 5DH,52.0831,0.2870888888888889
CB22 3BG,52.0853,0.13418947368421055
CB22 4LT,52.0853,0.13418947368421055
CB22 5DG,52.0853,0.13418947368421055
CB22 5EH,52.0853,0.13418947368421055
CB22 5EY,52.0853,0.13418947368421055
CB23 3UY,52.2547,-0.010105882352941171
CB23 5DZ,52.2547,-0.010105882352941171
CB23 6EY,52.2547,-0.010105882352941171
CB23 6FD,52.2547,-0.010105882352941171
CB23 7QG,52.2547,-0.010105882352941171
CB23 8AY,52.2547,-0.010105882352941171
CB23 8EL,52.2547,-0.010105882352941171
CB24 3BB,52.3016,0.08065714285714284
CB24 3BT,52.3016,0.08065714285714284
CB24 3GN,52.3016,0.08065714285714284
CB24 5ES,52.3016,0.08065714285714284
CB24 6AY,52.3016,0.08065714285714284
CB24 8QP,52.3016,0.08065714285714284
CB24 9JD,52.3016,0.08065714285714284
CB24 9LQ,52.3016,0.08065714285714284
CB25 0AA,52.2228,0.23741538461538464
CB25 9AH,52.2228,0.23741538461538464
CB25 9DA,52.2228,0.23741538461538464
CB25 9PQ,52.2228,0.23741538461538464
CB3 0LQ,52.2106,0.09831724137931036
CB3 0LW,52.2106,0.09831724137931036
CB3 9HY,52.2106,0.09831724137931036
CB4 1AF,52.2228,0.13152500000000006
CB4 1AS,52.2228,0.13152500000000006
CB4 1DF,52.2228,0.13152500000000006
CB4 1NX,52.2228,0.13152500000000006
CB4 1SU,52.2228,0.13152500000000006
CB4 1XE,52.2228,0.13152500000000006
CB4 2NF,52.2228,0.13152500000000006
CB4 3HL,52.2228,0.13152500000000006
CB4 3SN,52.2228,0.13152500000000006
CB5 0BA,52.2124,0.15497692307692307
CB5 8AA,52.2124,0.15497692307692307
CB5 8HE,52.2124,0.15497692307692307
CB5 8RG,52.2124,0.15497692307692307
CB5 8WR,52.2124,0.15497692307692307
CB6 1JH,52.3984,0.2001647058823529
CB6 1PJ,52.3984,0.2001647058823529
CB6 2SX,52.3984,0.2001647058823529
CB6 3XA,52.3984,0.2001647058823529
CB7 4AS,52.3318,0.3369999999999999
CB7 4DJ,52.3318,0.3369999999999999
CB7 4LJ,52.3318,0.3369999999999999
CB7 4PW,52.3318,0.3369999999999999
CB7 4QJ,52.3318,0.3369999999999999
CB7 5AJ,52.3318,0.3369999999999999
CB7 5HA,52.3318,0.3369999999999999
CB7 5NG,52.3318,0.3369999999999999
CB7 5SB,52.3318,0.3369999999999999
CB7 7LQ,52.3318,0.3369999999999999
CB8 0BP,52.1613,0.4459611111111113
CB8 7AH,52.1613,0.4459611111111113
CB8 7SX,52.1613,0.4459611111111113
CB8 8HP,52.1613,0.4459611111111113
CB8 8HT,52.1613,0.4459611111111113
CB8 8NY,52.1613,0.4459611111111113
CB8 9AQ,52.1613,0.4459611111111113
CB9 0BQ,52.1116,0.4567583333333334
CB9 0HR,52.1116,0.4567583333333334
CB9 7QG,52.1116,0.4567583333333334
CB9 7YL,52.1116,0.4567583333333334
CB9 8AA,52.1116,0.4567583333333334
CB9 8JN,52.1116,0.4567583333333334
CB9 8QJ,52.1116,0.4567583333333334
CF10 1AB,51.48,-3.18
CF10 1AX,51.48,-3.18
CF10 1BS,51.48,-3.18
CF10 1DY,51.48,-3.18
CF10 1EF,51.48,-3.18
CF10 1EP,51.48,-3.18
CF10 1ER,51.48,-3.18
CF10 2AQ,51.48,-3.18
CF10 2BJ,51.48,-3.18
CF10 2BU,51.48,-3.18
CF10 2BY,51.48,-3.18
CF10 2ER,51.48,-3.18
CF10 2FY,51.48,-3.18
CF10 2HQ,51.48,-3.18
CF10 3DY,51.48,-3.18
CF10 4QP,51.48,-3.18
CF10 5AB,51.48,-3.18
CF10 5BZ,51.48,-3.18
CF11 0JP,51.48,-3.18
CF11 0JR,51.48,-3.18
CF11 7AT,51.48,-3.18
CF11 8AZ,51.48,-3.18
CF11 9AN,51.48,-3.18
CF11 9DF,51.48,-3.18
CF11 9DX,51.48,-3.18
CF14 1DA,51.5199,-3.204
CF14 1DG,51.5199,-3.204
CF14 1DH,51.5199,-3.204
CF14 2FB,51.5199,-3.204
CF14 2FF,51.5199,-3.204
CF14 2PA,51.5199,-3.204
CF14 3AT,51.5199,-3.204
CF14 3BH,51.5199,-3.204
CF14 3JN,51.5199,-3.204
CF14 3LZ,51.5199,-3.204
CF14 4HH,51.5199,-3.204
CF14 4QD,51.5199,-3.204
CF14 4TT,51.5199,-3.204
CF14 5EB,51.5199,-3.204
CF14 5EY,51.5199,-3.204
CF14 5LU,51.5199,-3.204
CF14 6BN,51.5199,-3.204
CF14 6HF,51.5199,-3.204
CF14 6LB,51.5199,-3.204
CF14 6RG,51.5199,-3.204
CF14 7BQ,51.5199,-3.204
CF14 7EW,51.5199,-3.204
CF14 9BB,51.5199,-3.204
CF15 7LF,51.5337,-3.2721
CF15 7RF,51.5337,-3.2721
CF15 8AA,51.5337,-3.2721
CF15 9NL,51.5337,-3.2721
CF15 9PW,51.5337,-3.2721
CF23 6DJ,51.5144,-3.1545
CF23 6RZ,51.5144,-3.1545
CF23 7DX,51.5144,-3.1545
CF23 7XH,51.5144,-3.1545
CF23 8AN,51.5144,-3.1545
CF23 8NL,51.5144,-3.1545
CF23 8RA,51.5144,-3.1545
CF23 9AD,51.5144,-3.1545
CF23 9PL,51.5144,-3.1545
CF23 9XN,51.5144,-3.1545
CF24 1LQ,51.48,-3.18
CF24 1LR,51.48,-3.18
CF24 1PQ,51.48,-3.18
CF24 1XP,51.48,-3.18
CF24 2DA,51.48,-3.18
CF24 2DT,51.48,-3.18
CF24 2HP,51.48,-3.18
CF24 2PH,51.48,-3.18
CF24 3DR,51.48,-3.18
CF24 3LH,51.48,-3.18
CF24 3NZ,51.48,-3.18
CF24 3PB,51.48,-3.18
CF24 3RS,51.48,-3.18
CF24 4AD,51.48,-3.18
CF24 4DZ,51.48,-3.18
CF24 4HQ,51.48,-3.18
CF24 4HZ,51.48,-3.18
CF24 4NE,51.48,-3.18
CF24 5EH,51.48,-3.18
CF3 0EF,51.5238,-3.0891333333333333
CF3 1RR,51.5238,-3.0891333333333333
CF3 3BN,51.5238,-3.0891333333333333
CF3 3JX,51.5238,-3.0891333333333333
CF3 4AJ,51.5238,-3.0891333333333333
CF3 5SL,51.5238,-3.0891333333333333
CF3 5SP,51.5238,-3.0891333333333333
CF3 5SQ,51.5238,-3.0891333333333333
CF31 1DD,51.5086,-3.577733333333333
CF31 1EJ,51.5086,-3.577733333333333
CF31 1ET,51.5086,-3.577733333333333
CF31 1JS,51.5086,-3.577733333333333
CF31 2JS,51.5086,-3.577733333333333
CF31 2LL,51.5086,-3.577733333333333
CF31 3AG,51.5086,-3.577733333333333
CF31 3AP,51.5086,-3.577733333333333
CF31 3BD,51.5086,-3.577733333333333
CF31 3BL,51.5086,-3.577733333333333
CF31 3HP,51.5086,-3.577733333333333
CF31 3LG,51.5086,-3.577733333333333
CF31 3NB,51.5086,-3.577733333333333
CF31 3SQ,51.5086,-3.577733333333333
CF31 3XX,51.5086,-3.577733333333333
CF31 4AP,51.5086,-3.577733333333333
CF31 4EA,51.5086,-3.577733333333333
CF31 4JR,51.5086,-3.577733333333333
CF31 4LL,51.5086,-3.577733333333333
CF31 5EJ,51.5086,-3.577733333333333
CF32 7DY,51.5692,-3.593133333333334
CF32 7RA,51.5692,-3.593133333333334
CF32 8DE,51.5692,-3.593133333333334
CF32 8NW,51.5692,-3.593133333333334
CF32 9DF,51.5692,-3.593133333333334
CF32 9NU,51.5692,-3.593133333333334
CF32 9ST,51.5692,-3.593133333333334
CF33 4DP,51.5167,-3.697183333333333
CF33 4LA,51.5167,-3.697183333333333
CF33 6BU,51.5167,-3.697183333333333
CF33 6DB,51.5167,-3.697183333333333
CF34 0AS,51.6,-3.6485
CF34 0PD,51.6,-3.6485
CF34 0SU,51.6,-3.6485
CF34 9BT,51.6,-3.6485
CF34 9DS,51.6,-3.6485
CF34 9EU,51.6,-3.6485
CF34 9EY,51.6,-3.6485
CF34 9UN,51.6,-3.6485
CF35 5NG,51.5684,-3.5275461538461537
CF35 5NP,51.5684,-3.5275461538461537
CF35 6DR,51.5684,-3.5275461538461537
CF36 3AH,51.479,-3.6951
CF36 3BD,51.479,-3.6951
CF36 5BA,51.479,-3.6951
CF36 5NG,51.479,-3.6951
CF36 5PF,51.479,-3.6951
CF36 5RL,51.479,-3.6951
CF37 1BE,51.5935,-3.3598076923076934
CF37 1BT,51.5935,-3.3598076923076934
CF37 1HQ,51.5935,-3.3598076923076934
CF37 2BP,51.5935,-3.3598076923076934
CF37 2PT,51.5935,-3.3598076923076934
CF37 3DY,51.5935,-3.3598076923076934
CF37 4DA,51.5935,-3.3598076923076934
CF37 4PN,51.5935,-3.3598076923076934
CF37 4SU,51.5935,-3.3598076923076934
CF37 4UY,51.5935,-3.3598076923076934
CF37 5SN,51.5935,-3.3598076923076934
CF37 5UA,51.5935,-3.3598076923076934
CF38 1PW,51.5546,-3.3452800000000003
CF38 1SB,51.5546,-3.3452800000000003
CF38 2BL,51.5546,-3.3452800000000003
CF38 2DB,51.5546,-3.3452800000000003
CF38 2LT,51.5546,-3.3452800000000003
CF39 8AB,51.584,-3.4479750000000005
CF39 8EY,51.584,-3.4479750000000005
CF39 8PL,51.584,-3.4479750000000005
CF39 8TB,51.584,-3.4479750000000005
CF39 9AP,51.584,-3.4479750000000005
CF39 9BA,51.584,-3.4479750000000005
CF39 9BL,51.584,-3.4479750000000005
CF40 1AN,51.622,-3.461883333333333
CF40 1AS,51.622,-3.461883333333333
CF40 1JU,51.622,-3.461883333333333
CF40 1LA,51.622,-3.461883333333333
CF40 2EL,51.622,-3.461883333333333
CF40 2JQ,51.622,-3.461883333333333
CF41 7BW,51.6543,-3.4913
CF41 7EH,51.6543,-3.4913
CF41 7RJ,51.6543,-3.4913
CF42 5NR,51.6714,-3.5247833333333336
CF42 6AS,51.6714,-3.5247833333333336
CF42 6BB,51.6714,-3.5247833333333336
CF42 6EJ,51.6714,-3.5247833333333336
CF42 6UA,51.6714,-3.5247833333333336
CF43 3HJ,51.6753,-3.4671
CF43 4DA,51.6753,-3.4671
CF43 4RH,51.6753,-3.4671
CF43 4RN,51.6753,-3.4671
CF43 4RR,51.6753,-3.4671
CF44 0AH,51.809,-3.4829312500000005
CF44 7DP,51.809,-3.4829312500000005
CF44 7ED,51.809,-3.4829312500000005
CF44 8AD,51.809,-3.4829312500000005
CF44 8AS,51.809,-3.4829312500000005
CF44 8DL,51.809,-3.4829312500000005
CF44 8LY,51.809,-3.4829312500000005
CF44 9PA,51.809,-3.4829312500000005
CF45 3PG,51.6455,-3.3537
CF45 3SP,51.6455,-3.3537
CF46 5HE,51.6533,-3.3016
CF46 6NF,51.6533,-3.3016
CF46 6PE,51.6533,-3.3016
CF47 0AP,51.7479,-3.3778
CF47 8BW,51.7479,-3.3778
CF47 8NH,51.7479,-3.3778
CF47 8NN,51.7479,-3.3778
CF47 9YP,51.7479,-3.3778
CF48 1HY,51.6872,-3.3719799999999998
CF48 2TA,51.6872,-3.3719799999999998
CF48 2YE,51.6872,-3.3719799999999998
CF48 2YF,51.6872,-3.3719799999999998
CF48 3LT,51.6872,-3.3719799999999998
CF48 4BG,51.6872,-3.3719799999999998
CF48 4QH,51.6872,-3.3719799999999998
CF5 1JD,51.4889,-3.275816666666666
CF5 1JG,51.4889,-3.275816666666666
CF5 2DZ,51.4889,-3.275816666666666
CF5 2JJ,51.4889,-3.275816666666666
CF5 2PW,51.4889,-3.275816666666666
CF5 2QF,51.4889,-3.275816666666666
CF5 3BA,51.4889,-3.275816666666666
CF5 3JX,51.4889,-3.275816666666666
CF5 3SP,51.4889,-3.275816666666666
CF5 4LL,51.4889,-3.275816666666666
CF5 4SY,51.4889,-3.275816666666666
CF5 5TD,51.4889,-3.275816666666666
CF5 5TF,51.4889,-3.275816666666666
CF5 6XQ,51.4889,-3.275816666666666
CF61 1SG,51.4125,-3.491
CF61 1XA,51.4125,-3.491
CF61 1XZ,51.4125,-3.491
CF62 3DS,51.3882,-3.3714499999999994
CF62 3DT,51.3882,-3.3714499999999994
CF62 4PF,51.3882,-3.3714499999999994
CF62 6HE,51.3882,-3.3714499999999994
CF62 7LT,51.3882,-3.3714499999999994
CF62 8HJ,51.3882,-3.3714499999999994
CF62 8NA,51.3882,-3.3714499999999994
CF62 8NX,51.3882,-3.3714499999999994
CF63 1BA,51.4172,-3.2614
CF63 1BP,51.4172,-3.2614
CF63 2HW,51.4172,-3.2614
CF63 2HX,51.4172,-3.2614
CF63 2PE,51.4172,-3.2614
CF63 4BA,51.4172,-3.2614
CF63 4HG,51.4172,-3.2614
CF63 4SU,51.4172,-3.2614
CF64 1JH,51.4074,-3.21045
CF64 1SA,51.4074,-3.21045
CF64 2AH,51.4074,-3.21045
CF64 3LR,51.4074,-3.21045
CF64 4JS,51.4074,-3.21045
CF64 4JX,51.4074,-3.21045
CF64 4NR,51.4074,-3.21045
CF64 5QD,51.4074,-3.21045
CF64 5UP,51.4074,-3.21045
CF71 7AF,51.4492,-3.4723043478260864
CF71 7AG,51.4492,-3.4723043478260864
CF72 8AP,51.5142,-3.4084153846153837
CF72 8DQ,51.5142,-3.4084153846153837
CF72 8LU,51.5142,-3.4084153846153837
CF72 8LW,51.5142,-3.4084153846153837
CF72 8RB,51.5142,-3.4084153846153837
CF72 8RP,51.5142,-3.4084153846153837
CF72 8SY,51.5142,-3.4084153846153837
CF72 9BS,51.5142,-3.4084153846153837
CF72 9EA,51.5142,-3.4084153846153837
CF72 9EE,51.5142,-3.4084153846153837
CF72 9LH,51.5142,-3.4084153846153837
CF72 9QH,51.5142,-3.4084153846153837
CF72 9RP,51.5142,-3.4084153846153837
CF81 8RB,51.7105,-3.265
CF81 8RE,51.7105,-3.265
CF81 9FN,51.7105,-3.265
CF82 7AP,51.6428,-3.2390666666666665
CF82 7DP,51.6428,-3.2390666666666665
CF82 7DX,51.6428,-3.2390666666666665
CF82 7HT,51.6428,-3.2390666666666665
CF82 8AA,51.6428,-3.2390666666666665
CF82 8FD,51.6428,-3.2390666666666665
CF83 1JN,51.6064,-3.2333833333333337
CF83 1NU,51.6064,-3.2333833333333337
CF83 1NY,51.6064,-3.2333833333333337
CF83 2AX,51.6064,-3.2333833333333337
CF83 2NG,51.6064,-3.2333833333333337
CF83 2RD,51.6064,-3.2333833333333337
CF83 2TE,51.6064,-3.2333833333333337
CF83 3FG,51.6064,-3.2333833333333337
CF83 3HH,51.6064,-3.2333833333333337
CF83 3NL,51.6064,-3.2333833333333337
CF83 3SX,51.6064,-3.2333833333333337
CF83 4AX,51.6064,-3.2333833333333337
CF83 8BY,51.6064,-3.2333833333333337
CF83 8ED,51.6064,-3.2333833333333337
CF83 8GB,51.6064,-3.2333833333333337
CF83 8GJ,51.6064,-3.2333833333333337
CF83 8PG,51.6064,-3.2333833333333337
CH1 1DF,53.2083,-2.9434428571428577
CH1 1HA,53.2083,-2.9434428571428577
CH1 1HE,53.2083,-2.9434428571428577
CH1 1RS,53.2083,-2.9434428571428577
CH1 2HT,53.2083,-2.9434428571428577
CH1 2LA,53.2083,-2.9434428571428577
CH1 3JS,53.2083,-2.9434428571428577
CH1 4BE,53.2083,-2.9434428571428577
CH1 4DS,53.2083,-2.9434428571428577
CH1 4NT,53.2083,-2.9434428571428577
CH1 4QG,53.2083,-2.9434428571428577
CH1 4RY,53.2083,-2.9434428571428577
CH1 5HW,53.2083,-2.9434428571428577
CH1 6EP,53.2083,-2.9434428571428577
CH1 6JS,53.2083,-2.9434428571428577
CH1 6LT,53.2083,-2.9434428571428577
CH2 1BT,53.2833,-2.85961
CH2 1JF,53.2833,-2.85961
CH2 1QL,53.2833,-2.85961
CH2 2LJ,53.2833,-2.85961
CH2 3AZ,53.2833,-2.85961
CH2 3BD,53.2833,-2.85961
CH2 3BS,53.2833,-2.85961
CH2 4LU,53.2833,-2.85961
CH3 5AF,53.1974,-2.8073400000000004
CH3 5LB,53.1974,-2.8073400000000004
CH3 5QJ,53.1974,-2.8073400000000004
CH3 7HN,53.1974,-2.8073400000000004
CH3 8EF,53.1974,-2.8073400000000004
CH4 0DP,53.1447,-2.953475
CH4 0DR,53.1447,-2.953475
CH4 0JE,53.1447,-2.953475
CH4 0NR,53.1447,-2.953475
CH4 7AD,53.1447,-2.953475
CH4 7QS,53.1447,-2.953475
CH4 8RU,53.1447,-2.953475
CH4 8ST,53.1447,-2.953475
CH4 9DE,53.1447,-2.953475
CH41 0DE,53.4096,-3.0163
CH41 0DF,53.4096,-3.0163
CH41 2RL,53.4096,-3.0163
CH41 2TN,53.4096,-3.0163
CH41 2XY,53.4096,-3.0163
CH41 6AB,53.4096,-3.0163
CH41 8EN,53.4096,-3.0163
CH41 9AZ,53.4096,-3.0163
CH41 9BW,53.4096,-3.0163
CH42 3TD,53.3692,-3.0139666666666667
CH42 3UZ,53.3692,-3.0139666666666667
CH42 4QF,53.3692,-3.0139666666666667
CH42 5LE,53.3692,-3.0139666666666667
CH42 6RE,53.3692,-3.0139666666666667
CH42 8PQ,53.3692,-3.0139666666666667
CH42 9JG,53.3692,-3.0139666666666667
CH42 9LJ,53.3692,-3.0139666666666667
CH43 7AA,53.4009,-3.0624333333333333
CH43 9SA,53.4009,-3.0624333333333333
CH44 0BZ,53.4232,-3.065
CH44 0EB,53.4232,-3.065
CH44 2AG,53.4232,-3.065
CH44 4DF,53.4232,-3.065
CH44 5TL,53.4232,-3.065
CH44 9AF,53.4232,-3.065
CH45 2PB,53.4333,-3.04915
CH45 3LE,53.4333,-3.04915
CH45 3LP,53.4333,-3.04915
CH45 4JG,53.4333,-3.04915
CH45 4NZ,53.4333,-3.04915
CH45 8LN,53.4333,-3.04915
CH46 6AF,53.4,-3.11085
CH46 6DG,53.4,-3.11085
CH46 8TH,53.4,-3.11085
CH46 9PZ,53.4,-3.11085
CH47 2BG,53.3905,-3.1807
CH47 3BB,53.3905,-3.1807
CH48 0QA,53.3726,-3.165683333333334
CH48 0RD,53.3726,-3.165683333333334
CH48 9UU,53.3726,-3.165683333333334
CH49 3AT,53.3833,-3.0961
CH49 3NQ,53.3833,-3.0961
CH49 4LD,53.3833,-3.0961
CH49 4LP,53.3833,-3.0961
CH49 5PD,53.3833,-3.0961
CH49 6QG,53.3833,-3.0961
CH49 8EG,53.3833,-3.0961
CH5 1JJ,53.1848,-3.03614
CH5 1LR,53.1848,-3.03614
CH5 1SU,53.1848,-3.03614
CH5 1TP,53.1848,-3.03614
CH5 2DT,53.1848,-3.03614
CH5 2HU,53.1848,-3.03614
CH5 2NY,53.1848,-3.03614
CH5 3DN,53.1848,-3.03614
CH5 3XN,53.1848,-3.03614
CH5 4AS,53.1848,-3.03614
CH5 4BH,53.1848,-3.03614
CH5 4WL,53.1848,-3.03614
CH6 5DZ,53.2654,-3.1489
CH6 5GB,53.2654,-3.1489
CH6 5NR,53.2654,-3.1489
CH6 5RR,53.2654,-3.1489
CH60 0AL,53.3266,-3.0962333333333327
CH60 7RB,53.3266,-3.0962333333333327
CH60 7SL,53.3266,-3.0962333333333327
CH60 7TT,53.3266,-3.0962333333333327
CH61 9ND,53.3762,-3.1188
CH61 9NF,53.3762,-3.1188
CH61 9PF,53.3762,-3.1188
CH62 0DB,53.3339,-2.9815
CH62 3PN,53.3339,-2.9815
CH62 3QP,53.3339,-2.9815
CH62 5BE,53.3339,-2.9815
CH62 6AQ,53.3339,-2.9815
CH62 6BX,53.3339,-2.9815
CH62 7AD,53.3339,-2.9815
CH62 7HJ,53.3339,-2.9815
CH63 3AL,53.3444,-3.0124
CH63 7PH,53.3444,-3.0124
CH63 8QT,53.3444,-3.0124
CH64 2TE,53.2833,-3.05
CH64 9SE,53.2833,-3.05
CH64 9UB,53.2833,-3.05
CH64 9XJ,53.2833,-3.05
CH65 0AP,53.2787,-2.9013
CH65 0BZ,53.2787,-2.9013
CH65 6PN,53.2787,-2.9013
CH65 6RX,53.2787,-2.9013
CH65 6TF,53.2787,-2.9013
CH65 9HD,53.2787,-2.9013
CH65 9HN,53.2787,-2.9013
CH66 1JG,53.277,-2.9363
CH66 1JN,53.277,-2.9363
CH66 2RG,53.277,-2.9363
CH66 3JT,53.277,-2.9363
CH66 3RE,53.277,-2.9363
CH66 3RQ,53.277,-2.9363
CH7 1AP,53.1371,-3.1631181818181817
CH7 1BL,53.1371,-3.1631181818181817
CH7 1NH,53.1371,-3.1631181818181817
CH7 1PA,53.1371,-3.1631181818181817
CH7 1UB,53.1371,-3.1631181818181817
CH7 1UD,53.1371,-3.1631181818181817
CH7 1UE,53.1371,-3.1631181818181817
CH7 2ED,53.1371,-3.1631181818181817
CH7 2NJ,53.1371,-3.1631181818181817
CH7 3DU,53.1371,-3.1631181818181817
CH7 4HL,53.1371,-3.1631181818181817
CH7 4RQ,53.1371,-3.1631181818181817
CH7 5SA,53.1371,-3.1631181818181817
CH7 6UY,53.1371,-3.1631181818181817
CH8 7AN,53.2256,-3.2610173913043483
CH8 7LQ,53.2256,-3.2610173913043483
CH8 7SG,53.2256,-3.2610173913043483
CH8 7TR,53.2256,-3.2610173913043483
CH8 7UP,53.2256,-3.2610173913043483
CH8 8RS,53.2256,-3.2610173913043483
CM0 7DF,51.6862,0.8502928571428573
CM0 8BL,51.6862,0.8502928571428573
CM0 8HQ,51.6862,0.8502928571428573
CM1 1GZ,51.8082,0.4078999999999999
CM1 1JA,51.8082,0.4078999999999999
CM1 1SQ,51.8082,0.4078999999999999
CM1 1SS,51.8082,0.4078999999999999
CM1 1XR,51.8082,0.4078999999999999
CM1 1XS,51.8082,0.4078999999999999
CM1 1XW,51.8082,0.4078999999999999
CM1 2BB,51.8082,0.4078999999999999
CM1 2DW,51.8082,0.4078999999999999
CM1 2LQ,51.8082,0.4078999999999999
CM1 2RY,51.8082,0.4078999999999999
CM1 2TS,51.8082,0.4078999999999999
CM1 3DU,51.8082,0.4078999999999999
CM1 3EY,51.8082,0.4078999999999999
CM1 3JP,51.8082,0.4078999999999999
CM1 4DP,51.8082,0.4078999999999999
CM1 4UX,51.8082,0.4078999999999999
CM1 6JP,51.8082,0.4078999999999999
CM1 6NF,51.8082,0.4078999999999999
CM1 7BU,51.8082,0.4078999999999999
CM11 2DN,51.6287,0.4470142857142857
CM12 0RP,51.6047,0.4077
CM12 0UA,51.6047,0.4077
CM12 9BQ,51.6047,0.4077
CM12 9BY,51.6047,0.4077
CM13 1HH,51.6042,0.3317111111111111
CM13 1LZ,51.6042,0.3317111111111111
CM13 2QG,51.6042,0.3317111111111111
CM14 4AB,51.6213,0.3056
CM14 4AP,51.6213,0.3056
CM14 4DR,51.6213,0.3056
CM14 4QG,51.6213,0.3056
CM14 4RG,51.6213,0.3056
CM14 4WQ,51.6213,0.3056
CM14 5HB,51.6213,0.3056
CM14 5HR,51.6213,0.3056
CM14 5LZ,51.6213,0.3056
CM15 0AZ,51.6549,0.31370000000000003
CM15 0NG,51.6549,0.31370000000000003
CM15 8JD,51.6549,0.31370000000000003
CM15 8NR,51.6549,0.31370000000000003
CM15 9PD,51.6549,0.31370000000000003
CM16 4BA,51.6982,0.10613333333333336
CM16 4BB,51.6982,0.10613333333333336
CM16 4HW,51.6982,0.10613333333333336
CM16 6BY,51.6982,0.10613333333333336
CM16 6RD,51.6982,0.10613333333333336
CM16 7EU,51.6982,0.10613333333333336
CM17 0DN,51.7595,0.15098
CM17 0DW,51.7595,0.15098
CM17 9TE,51.7595,0.15098
CM18 6JA,51.7766,0.1116
CM18 6NR,51.7766,0.1116
CM18 7FF,51.7766,0.1116
CM18 7PJ,51.7766,0.1116
CM18 7PS,51.7766,0.1116
CM18 7RG,51.7766,0.1116
CM2 0HY,51.7184,0.4896375
CM2 0JA,51.7184,0.4896375
CM2 0LG,51.7184,0.4896375
CM2 0LS,51.7184,0.4896375
CM2 5PA,51.7184,0.4896375
CM2 6DF,51.7184,0.4896375
CM2 6JX,51.7184,0.4896375
CM2 6QT,51.7184,0.4896375
CM2 6RE,51.7184,0.4896375
CM2 6XE,51.7184,0.4896375
CM2 7LJ,51.7184,0.4896375
CM2 7PX,51.7184,0.4896375
CM2 7QS,51.7184,0.4896375
CM2 8RS,51.7184,0.4896375
CM2 8YX,51.7184,0.4896375
CM2 9LG,51.7184,0.4896375
CM2 9PB,51.7184,0.4896375
CM2 9RA,51.7184,0.4896375
CM2 9RP,51.7184,0.4896375
CM2 9XW,51.7184,0.4896375
CM20 1AN,51.7751,0.09666666666666666
CM20 1HP,51.7751,0.09666666666666666
CM20 1SX,51.7751,0.09666666666666666
CM20 1XN,51.7751,0.09666666666666666
CM20 2AG,51.7751,0.09666666666666666
CM20 2TG,51.7751,0.09666666666666666
CM20 2TN,51.7751,0.09666666666666666
CM21 9AR,51.8167,0.13959999999999995
CM21 9JS,51.8167,0.13959999999999995
CM22 6SH,51.8123,0.21957857142857135
CM22 7EB,51.8123,0.21957857142857135
CM23 2BA,51.8837,0.15617999999999999
CM23 3AG,51.8837,0.15617999999999999
CM23 3AZ,51.8837,0.15617999999999999
CM23 3PD,51.8837,0.15617999999999999
CM23 3XG,51.8837,0.15617999999999999
CM23 3XQ,51.8837,0.15617999999999999
CM23 4DD,51.8837,0.15617999999999999
CM23 4EG,51.8837,0.15617999999999999
CM23 5AL,51.8837,0.15617999999999999
CM23 5EP,51.8837,0.15617999999999999
CM23 5QZ,51.8837,0.15617999999999999
CM24 8BZ,51.9012,0.199
CM24 8DB,51.9012,0.199
CM24 8DG,51.9012,0.199
CM3 1ET,51.7875,0.5871850000000002
CM3 2EH,51.7875,0.5871850000000002
CM3 3BT,51.7875,0.5871850000000002
CM3 3JG,51.7875,0.5871850000000002
CM3 4NG,51.7875,0.5871850000000002
CM3 4NQ,51.7875,0.5871850000000002
CM3 4QW,51.7875,0.5871850000000002
CM3 5JT,51.7875,0.5871850000000002
CM3 5SY,51.7875,0.5871850000000002
CM3 5XU,51.7875,0.5871850000000002
CM3 6AH,51.7875,0.5871850000000002
CM3 6JP,51.7875,0.5871850000000002
CM4 0RU,51.69,0.3939777777777777
CM4 9BA,51.69,0.3939777777777777
CM4 9DU,51.69,0.3939777777777777
CM4 9DW,51.69,0.3939777777777777
CM4 9EA,51.69,0.3939777777777777
CM5 0AJ,51.7104,0.2706095238095237
CM5 9AL,51.7104,0.2706095238095237
CM5 9AR,51.7104,0.2706095238095237
CM6 1BD,51.8666,0.3257684210526317
CM6 1SF,51.8666,0.3257684210526317
CM6 1WX,51.8666,0.3257684210526317
CM6 2LA,51.8666,0.3257684210526317
CM6 3DG,51.8666,0.3257684210526317
CM6 3FY,51.8666,0.3257684210526317
CM7 1AN,51.9684,0.4992444444444443
CM7 1RB,51.9684,0.4992444444444443
CM7 1XH,51.9684,0.4992444444444443
CM7 2PA,51.9684,0.4992444444444443
CM7 2QA,51.9684,0.4992444444444443
CM7 2QH,51.9684,0.4992444444444443
CM7 2QS,51.9684,0.4992444444444443
CM7 2TL,51.9684,0.4992444444444443
CM7 3HQ,51.9684,0.4992444444444443
CM7 3PL,51.9684,0.4992444444444443
CM7 4RQ,51.9684,0.4992444444444443
CM7 5JY,51.9684,0.4992444444444443
CM7 9AE,51.9684,0.4992444444444443
CM7 9UL,51.9684,0.4992444444444443
CM77 7AE,51.8782,0.5529
CM77 7GN,51.8782,0.5529
